Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1030,8524,1,355,14,8,30,2,0,4,0,1,1,0,0,0,0,0,1,,925,925,7707,1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1031,8528,0,455,12,11,66,2,0,3,4,0,0,1,1,0,0,0,2,,1338,1338,11118,1,318,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1032,8540,0,262,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,2348,2348,19263,0,279,32,2,36,0,0,0,0,1,1,0,0,0,1,0,2
1033,8541,1,153,12,7,46,0,0,1,1,3,0,1,0,0,0,0,1,,3214,3214,26492,0,101,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1034,8544,1,246,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1829,1829,15072,1,174,14,7,34,2,0,2,1,0,0,1,0,0,0,0,1
1035,8546,0,249,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,,1228,1228,10278,1,184,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1036,8549,1,322,14,2,22,1,0,0,0,1,0,0,0,1,0,1,1,,3327,3327,27408,1,109,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0
1037,8551,1,177,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,3129,3129,25828,1,267,14,2,22,2,0,0,0,0,0,0,0,0,0,1,0
1038,8554,0,257,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,200,200,1741,1,280,14,2,22,0,0,1,0,0,0,0,0,0,0,0,0
1039,8556,1,190,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,2287,2287,18749,0,235,28,1,28,1,0,0,0,0,0,1,0,0,0,0,1
1040,8568,1,281,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,1539,1539,12748,1,176,30,9,68,0,2,1,5,0,0,0,0,0,0,0,0
1041,8569,1,323,26,2,34,1,0,0,0,0,1,0,0,0,0,0,1,,3133,3133,25881,0,186,8,8,38,2,1,1,1,0,0,2,0,0,0,1,2
1042,8590,1,100,14,2,22,1,0,0,0,0,0,0,0,0,0,0,0,,3650,3650,30306,1,180,16,3,28,1,0,1,0,0,0,0,1,0,0,0,1
1043,8599,0,322,6,7,34,1,0,2,0,1,0,2,0,0,0,0,2,,294,294,2603,0,166,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1
1044,8606,1,169,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,1341,1341,11133,1,71,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1045,8626,0,287,20,2,24,0,1,0,0,0,0,1,0,0,0,0,1,,35,35,267,1,242,10,5,32,0,0,2,0,1,1,0,0,0,0,0,1
1046,8653,0,372,14,6,40,2,0,2,0,1,0,1,0,0,0,0,1,,489,489,4436,1,109,10,2,16,0,0,1,0,0,0,0,0,0,0,0,0
1047,8658,0,384,34,7,50,3,2,1,0,0,0,1,0,0,0,0,1,,3240,3240,26677,0,229,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1048,8667,0,315,14,6,44,1,0,0,1,2,1,1,0,0,0,0,2,,613,613,5557,0,170,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1049,8673,1,183,12,11,62,3,2,3,1,0,0,1,0,0,0,0,1,,2438,2438,20044,1,267,12,6,42,1,0,1,1,1,2,0,0,0,0,0,2
1050,8676,1,67,30,1,30,0,0,0,0,0,0,1,0,0,0,0,1,,37,37,277,1,223,16,7,44,2,1,1,1,0,2,0,1,0,1,0,4
1051,8678,1,127,16,2,22,0,0,0,1,0,0,1,0,0,0,0,1,,3604,3604,29912,0,109,4,2,8,0,0,0,0,0,1,0,0,0,0,0,1
1052,8720,0,348,6,4,22,2,0,0,0,1,0,0,0,0,0,0,0,,1431,1431,11896,1,429,14,11,74,2,1,3,2,1,1,1,0,0,0,0,2
1053,8722,1,227,26,6,38,1,1,1,0,0,0,3,0,0,0,0,3,,3457,3457,28696,1,16,8,1,8,0,0,0,0,0,3,0,0,0,0,0,3
1054,8723,1,82,32,1,32,0,0,0,0,0,1,0,0,0,0,0,1,,1835,1835,15127,0,187,32,11,88,2,1,2,2,1,0,0,2,2,1,0,5
1055,8730,1,201,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,1337,1337,11113,1,101,16,2,22,0,0,1,0,1,0,0,0,0,0,0,0
1056,8738,1,128,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,727,727,6291,1,325,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1057,8744,1,221,14,2,22,0,0,1,0,0,1,0,0,0,0,0,1,,2041,2041,16887,0,344,24,10,80,1,1,2,0,2,0,0,0,0,0,1,0
1058,8774,1,192,18,4,36,0,0,3,0,1,0,0,0,0,0,0,0,,1158,1158,9727,1,421,14,12,50,1,1,1,1,3,2,2,0,0,0,0,4
1059,8784,0,30,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,,1172,1172,9828,0,290,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1060,8818,0,326,2,4,18,0,1,0,0,0,0,0,0,0,0,0,0,,2134,2134,17634,1,199,32,2,34,0,2,0,0,0,0,1,0,0,0,0,1
1061,8843,1,116,2,6,28,0,1,1,1,0,1,0,0,0,0,0,1,,1417,1417,11811,0,281,16,11,40,0,1,2,3,2,2,1,0,0,0,0,3
1062,8900,1,341,12,7,44,1,1,2,1,1,0,0,1,0,0,0,1,,3014,3014,24920,1,332,4,8,36,0,1,2,0,1,0,0,0,0,1,0,1
1063,8901,1,246,8,7,36,0,2,0,1,1,0,1,0,1,0,0,2,,25,25,202,0,260,34,11,74,0,2,3,5,0,1,0,0,0,0,0,1
1064,8903,1,280,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,2238,2238,18428,1,135,6,9,34,0,1,4,1,0,1,1,0,0,0,0,2
1065,8907,1,294,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,2970,2970,24581,1,363,16,10,40,2,0,2,3,0,1,2,0,0,0,1,3
1066,8925,1,220,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,3106,3106,25661,1,216,8,2,14,1,0,0,0,0,0,1,0,0,0,0,1
1067,8927,1,293,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,1350,1350,11249,1,109,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
1068,8953,0,72,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,927,927,7713,1,129,14,2,20,0,2,0,0,0,0,0,0,0,0,0,0
1069,8955,0,35,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,2498,2498,20583,1,249,10,7,50,2,1,1,1,1,0,1,0,0,0,0,1
1070,8956,0,82,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,2152,2152,17766,1,61,16,2,22,0,0,0,1,0,0,1,0,0,0,0,1
1071,8958,1,305,8,2,16,0,1,0,0,0,0,0,0,0,0,0,0,,1317,1317,10957,1,263,12,2,20,0,0,1,0,0,0,0,0,0,0,0,0
1072,8968,1,300,18,2,24,1,0,1,0,0,0,0,0,0,0,0,0,,2241,2241,18451,1,288,26,2,32,0,2,0,0,0,0,0,0,0,0,0,0
1073,8976,1,324,2,3,18,0,0,0,0,1,0,0,0,0,0,0,0,,2936,2936,24261,1,278,10,2,18,0,0,0,1,0,2,2,0,0,0,0,4
1074,8995,1,238,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,3570,3570,29637,1,231,26,6,42,1,0,1,1,0,1,1,0,0,1,0,3
1075,9013,0,104,14,2,16,0,0,2,0,0,0,0,0,0,0,0,0,,3408,3408,28194,0,66,14,2,18,0,0,2,0,0,0,0,0,0,0,0,0
1076,9019,1,364,32,6,50,1,0,1,0,0,3,1,0,0,0,0,4,,559,559,5076,1,281,36,11,92,3,0,2,1,1,1,3,0,0,0,0,4
1077,9021,0,91,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,,3797,3797,31381,1,206,18,2,26,0,0,0,1,1,0,0,0,0,0,0,0
1078,9022,0,81,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,3325,3325,27405,1,132,10,2,16,0,1,0,0,0,0,1,0,0,0,0,1
1079,9026,1,222,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,3119,3119,25751,1,167,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1080,9037,1,108,22,7,60,1,1,0,3,0,1,1,0,0,0,0,2,,963,963,7943,1,302,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
1081,9055,1,400,14,7,38,1,0,0,1,1,1,2,0,0,0,0,3,,3257,3257,26807,1,260,16,2,20,2,0,0,0,0,1,0,0,0,0,0,1
1082,9068,1,377,4,11,48,0,1,4,0,1,1,1,1,1,1,0,5,,725,725,6286,1,98,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1083,9085,1,100,14,5,42,2,0,2,0,1,0,0,1,1,0,0,2,,448,448,4014,1,284,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1084,9088,1,393,2,7,26,1,0,0,0,0,2,0,0,0,0,0,2,,3648,3648,30298,1,77,12,5,36,2,0,0,0,0,0,0,0,0,0,0,0
1085,9103,1,349,14,5,30,0,0,2,1,0,0,1,1,0,0,0,2,,3734,3734,31047,0,178,24,1,24,1,0,0,0,0,0,0,1,0,0,0,1
1086,9132,1,183,6,3,18,0,0,0,0,0,1,0,0,0,0,1,1,,281,281,2473,1,45,26,2,34,2,0,0,0,0,0,0,0,0,0,0,0
1087,9136,1,30,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0,,21,21,164,1,213,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1088,9137,0,234,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0,,3427,3427,28374,0,268,20,7,50,3,0,2,0,1,0,0,0,0,0,0,0
1089,9145,1,252,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,3298,3298,27213,1,128,12,1,12,0,0,0,0,0,1,0,0,0,0,1,1
1090,9147,1,256,16,2,20,1,0,0,0,0,1,0,0,0,0,0,1,,278,278,2431,1,174,16,2,22,0,0,0,0,1,0,1,0,0,0,1,1
1091,9153,1,199,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0,,892,892,7441,1,29,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1092,9155,1,231,32,10,72,2,0,5,3,0,0,0,0,0,0,0,0,,718,718,6243,1,219,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1093,9162,1,321,2,7,34,2,1,1,0,0,2,0,1,0,2,0,5,,1750,1750,14411,0,257,14,2,22,1,0,1,0,0,0,0,0,0,0,0,0
1094,9172,1,260,14,2,16,1,0,1,0,0,0,0,0,0,0,0,0,,3189,3189,26260,1,74,18,1,18,1,0,0,0,0,2,0,0,0,0,1,2
1095,9182,0,296,4,4,16,1,0,0,0,0,0,0,0,0,0,0,0,,458,458,4117,1,56,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1096,9203,1,53,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,808,808,6840,0,96,12,4,28,1,1,0,0,0,0,1,0,0,0,0,1
1097,9208,1,350,20,5,38,1,1,1,2,0,0,0,1,0,0,0,1,,3341,3341,27555,0,395,34,10,56,4,0,1,0,1,0,0,0,0,0,0,0
1098,9212,1,302,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,,3741,3741,31074,1,312,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1099,9219,1,67,4,4,14,0,0,1,0,0,0,0,0,0,0,0,0,,1937,1937,16044,1,134,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1100,9229,1,310,32,12,99,2,2,2,2,0,0,4,0,0,0,0,4,,210,210,1813,1,226,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1101,9230,0,219,14,5,40,2,1,1,0,0,0,1,0,0,0,0,1,,2045,2045,16910,1,238,34,2,42,2,0,0,0,0,0,0,2,0,0,0,2
1102,9234,1,221,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,2070,2070,17132,0,155,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0
1103,9246,0,64,10,2,16,0,0,0,0,0,1,0,0,0,0,1,1,,2064,2064,17083,1,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1104,9254,0,245,14,2,20,0,0,0,1,0,0,0,0,0,0,0,0,,2715,2715,22492,0,180,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1105,9256,1,311,24,12,70,3,3,3,0,0,1,2,0,0,0,0,3,,2915,2915,24054,0,252,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0
1106,9260,1,163,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,3500,3500,29059,1,121,4,7,42,0,0,2,0,0,1,0,0,0,0,0,1
1107,9264,0,341,14,5,34,0,2,2,1,0,0,0,1,0,0,0,1,,2939,2939,24304,0,249,32,2,40,0,0,1,0,1,0,1,0,0,0,0,1
1108,9273,1,267,28,2,36,0,0,1,0,0,1,0,0,0,0,0,1,,3348,3348,27621,0,285,4,7,18,1,0,0,1,1,0,0,0,0,0,0,0
1109,9283,1,227,24,2,30,1,0,1,0,0,0,0,0,0,0,0,0,,3377,3377,27886,1,267,16,9,64,1,1,2,2,1,1,1,0,0,0,0,2
1110,9296,1,275,6,4,28,0,0,0,2,1,0,0,0,0,0,0,0,,2628,2628,21815,1,169,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1111,9299,1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,919,919,7661,0,171,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1112,9304,1,317,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,3170,3170,26120,1,125,16,2,20,0,0,2,0,0,0,0,0,0,0,0,0
1113,9326,0,227,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,123,123,1076,0,139,30,2,34,0,0,1,0,1,0,0,0,1,0,0,1
1114,9357,1,215,10,8,42,0,2,1,1,1,1,1,0,0,0,0,2,,1488,1488,12365,1,236,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
1115,9363,1,133,16,3,22,1,1,0,0,0,0,1,0,0,0,0,1,,2291,2291,18834,0,216,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1116,9370,1,75,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,1402,1402,11685,0,314,28,7,62,0,1,4,0,1,1,0,0,0,0,0,1
1117,9380,0,193,10,6,28,0,1,1,0,2,1,0,0,0,0,0,1,,2299,2299,18890,1,310,16,1,16,0,0,0,1,0,1,0,0,0,0,0,1
1118,9400,0,250,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,3246,3246,26717,1,126,12,6,42,0,0,1,2,1,0,0,0,0,0,1,0
1119,9414,0,116,6,5,28,1,0,0,0,1,0,0,0,0,0,1,0,,432,432,3866,0,142,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1120,9423,1,193,8,6,20,0,1,2,1,0,0,0,0,0,0,0,0,,3459,3459,28723,1,215,34,1,34,0,0,0,0,0,0,0,0,0,0,1,0
1121,9440,0,135,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,2663,2663,22071,0,258,24,5,36,0,0,3,1,0,0,1,2,0,0,0,3
1122,9461,1,241,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1996,1996,16537,0,46,12,1,12,0,0,0,0,0,0,0,1,0,0,0,1
1123,9464,0,264,10,12,58,1,1,4,0,0,1,3,2,0,0,1,6,,3382,3382,27945,1,126,16,1,16,0,0,0,0,1,2,0,0,0,0,0,2
1124,9477,0,258,2,4,16,1,1,0,0,0,0,0,0,0,0,0,0,,1008,1008,8339,0,301,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1125,9484,0,254,12,9,64,0,2,1,1,0,2,2,1,0,2,1,7,,2098,2098,17322,1,126,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1126,9503,1,136,14,6,46,1,1,1,0,0,2,1,1,0,1,0,5,,3754,3754,31161,1,306,14,12,56,1,1,1,3,0,0,0,0,0,0,0,0
1127,9507,1,116,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,2233,2233,18405,1,194,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1128,9532,0,306,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,,3270,3270,26944,1,256,14,2,20,0,0,0,0,0,0,0,0,0,0,0,0
1129,9535,1,123,32,2,40,0,1,0,0,1,0,0,0,0,0,0,0,,2280,2280,18691,1,311,30,12,66,2,0,3,0,2,0,1,0,0,0,0,1
1130,9536,0,63,20,1,20,0,0,0,1,0,0,0,0,0,0,0,0,,3012,3012,24897,0,97,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1
1131,9548,1,183,12,2,16,0,1,0,0,0,0,0,0,0,0,0,0,,236,236,2074,1,146,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1132,9551,1,228,16,9,46,3,2,3,0,0,1,0,1,0,0,0,2,,3204,3204,26389,1,298,10,1,10,0,0,0,0,0,1,2,0,0,0,0,3
1133,9564,0,167,12,2,16,0,0,0,1,0,0,0,0,0,0,0,0,,1209,1209,10115,1,247,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1134,9565,1,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,2647,2647,21964,1,321,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0
1135,9571,0,321,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,629,629,5676,1,277,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1136,9586,0,258,20,1,20,0,0,0,0,0,0,1,0,0,0,0,1,,3273,3273,26982,1,260,26,2,32,0,0,1,0,0,0,0,0,0,0,0,0
1137,9590,1,189,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,,2192,2192,18103,0,263,14,3,24,1,0,1,1,0,0,0,0,0,0,0,0
1138,9595,1,162,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,3110,3110,25688,0,275,24,3,34,1,0,0,0,1,0,0,0,0,0,0,0
1139,9611,1,454,30,11,64,3,1,2,0,0,2,3,1,0,1,0,7,,3304,3304,27269,1,257,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0
1140,9618,0,331,8,11,64,1,1,3,1,0,2,1,0,0,0,1,3,,1549,1549,12826,1,225,22,9,70,1,1,3,1,1,0,1,0,0,0,0,1
1141,9633,1,217,14,4,28,1,1,1,0,0,1,0,0,0,0,0,1,,2471,2471,20310,1,152,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1142,9634,0,215,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,,3589,3589,29799,0,229,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1143,9639,1,139,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1006,1006,8303,1,42,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1144,9642,1,208,8,4,28,0,1,0,2,0,0,0,0,0,0,0,0,,1221,1221,10226,1,424,12,12,68,4,0,2,0,2,0,3,1,1,0,0,5
1145,9650,1,50,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,2285,2285,18734,1,284,18,11,72,5,2,1,0,1,0,0,0,0,0,0,0
1146,9657,1,26,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,1418,1418,11813,1,153,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0
1147,9659,1,265,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,,1586,1586,13138,1,290,8,2,16,0,0,0,0,1,0,0,0,0,0,0,0
1148,9676,0,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,,2347,2347,19261,1,278,2,12,54,1,3,1,2,2,1,2,0,1,1,0,5
1149,9683,1,178,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,,1960,1960,16230,1,390,2,8,20,0,0,1,0,1,0,0,0,0,0,0,0
1150,9687,1,304,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0,,2904,2904,23938,1,33,6,1,6,0,0,0,0,0,0,0,1,0,0,1,1
1151,9688,1,293,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1,,1513,1513,12568,1,214,22,8,56,3,0,2,0,1,0,0,0,0,0,0,0
1152,9700,1,38,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,2006,2006,16629,1,20,12,1,12,0,0,0,0,0,0,0,1,0,0,1,1
1153,9703,0,20,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0,,2919,2919,24094,0,236,4,2,10,0,0,0,0,0,0,1,0,0,0,0,1
1154,9709,0,190,16,2,20,0,0,1,0,1,0,0,0,0,0,0,0,,1653,1653,13704,0,20,26,1,26,0,0,0,0,1,0,0,0,0,0,0,0
1155,9712,1,63,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,3823,3823,31546,1,187,34,2,42,0,0,1,1,0,0,1,0,0,0,0,1
1156,9713,0,129,14,2,22,0,0,0,0,1,1,0,0,0,0,0,1,,1557,1557,12904,1,326,14,8,38,1,3,1,0,1,0,0,0,0,0,0,0
1157,9720,1,302,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,,1404,1404,11702,1,256,10,9,32,0,1,2,3,0,0,0,0,0,0,0,0
1158,9727,1,421,14,12,50,1,1,1,1,3,2,2,0,0,0,0,4,,3206,3206,26422,1,327,16,2,22,0,0,0,2,0,1,1,1,0,1,0,4
1159,9732,1,396,28,7,50,1,0,2,0,2,1,1,1,1,1,0,5,,2559,2559,21128,1,164,14,2,20,0,0,0,1,0,1,0,0,0,0,1,1
1160,9736,0,199,32,2,34,0,2,0,0,0,0,0,0,0,0,0,0,,327,327,2891,0,339,8,7,46,1,1,0,2,1,1,0,0,0,0,0,1
1161,9737,1,270,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,3167,3167,26096,1,144,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1
1162,9739,1,185,14,5,42,0,1,2,0,0,0,1,1,0,0,0,2,,1023,1023,8447,1,282,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1163,9764,1,143,8,2,14,0,1,0,0,0,0,0,0,0,0,0,0,,257,257,2245,1,318,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1164,9771,1,174,20,2,24,1,0,0,0,1,0,0,0,0,0,0,0,,2774,2774,22971,1,290,2,10,60,2,1,1,2,0,0,0,0,0,0,0,0
1165,9774,1,397,8,11,70,3,1,1,0,1,2,2,0,0,0,1,4,,3103,3103,25614,1,360,12,8,60,1,0,4,1,0,1,0,1,0,0,0,2
1166,9781,1,169,28,4,42,1,0,2,1,0,0,0,0,0,0,0,0,,3627,3627,30099,1,319,6,2,14,1,0,0,0,0,1,1,0,0,0,0,2
1167,9798,1,71,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,617,617,5582,0,29,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1168,9809,0,251,8,6,36,2,0,0,1,1,1,0,0,0,0,0,1,,1702,1702,14044,1,233,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0
1169,9810,0,131,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,1077,1077,9021,0,91,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1170,9814,0,102,6,1,6,0,0,0,0,0,0,0,0,0,0,1,0,,2787,2787,23069,1,298,10,1,10,0,0,0,0,0,0,2,0,0,0,0,2
1171,9817,1,85,24,2,32,0,0,1,0,0,0,1,0,0,0,0,1,,1100,1100,9229,1,310,32,12,99,2,2,2,2,0,0,4,0,0,0,0,4
1172,9828,0,290,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,1366,1366,11434,1,199,14,2,18,0,0,0,1,0,1,0,0,0,0,0,1
1173,9832,1,127,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,1149,1149,9683,1,178,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0
1174,9834,1,153,16,10,36,2,0,4,0,2,1,1,0,0,0,0,2,,107,107,915,1,308,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1175,9835,1,64,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,2126,2126,17559,1,49,4,1,4,0,0,0,0,0,1,0,1,0,0,0,2
1176,9836,1,240,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,3740,3740,31070,1,45,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1177,9839,0,303,12,1,12,0,0,0,0,0,0,0,0,0,0,1,0,,2846,2846,23559,1,93,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0
1178,9850,1,226,12,10,44,1,1,3,1,0,1,2,1,0,1,0,5,,3793,3793,31359,1,256,12,2,18,1,0,0,0,0,0,0,1,0,0,0,1
1179,9856,0,227,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1,,828,828,6951,1,257,34,9,66,2,0,1,2,2,0,2,1,1,0,0,4
1180,9883,1,243,26,9,56,1,2,2,1,0,0,3,0,0,0,0,3,,2560,2560,21147,0,58,36,1,36,0,0,0,0,1,0,0,0,0,0,1,0
1181,9888,1,108,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,2668,2668,22117,1,66,22,2,26,0,0,1,0,0,1,0,0,0,0,0,1
1182,9894,0,224,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,2638,2638,21902,1,190,24,3,40,0,0,2,0,1,0,1,0,0,0,0,1
1183,9899,1,234,14,1,14,0,0,0,0,0,1,0,0,0,0,0,1,,3629,3629,30108,1,157,2,3,16,1,0,0,0,0,0,0,0,0,0,0,0
1184,9923,1,269,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0,,1588,1588,13172,1,34,28,1,28,0,1,0,0,0,0,0,0,0,0,0,0
1185,9925,1,76,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0,,3811,3811,31464,1,367,24,5,42,1,1,1,0,0,0,3,0,0,0,0,3
1186,9933,1,309,34,2,40,0,1,0,1,0,0,0,0,0,0,0,0,,3505,3505,29098,0,61,22,1,22,0,0,1,0,0,0,0,0,0,0,0,0
1187,9934,1,88,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,3354,3354,27706,1,254,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0
1188,9953,0,142,16,8,34,2,0,4,1,0,1,0,1,0,0,0,2,,1057,1057,8744,1,221,14,2,22,0,0,1,0,0,1,0,0,0,0,0,1
1189,9961,1,316,10,2,14,0,0,1,0,0,0,0,0,0,0,0,0,,3894,3894,32122,1,275,10,11,46,2,0,4,0,1,1,0,0,0,1,1,2
1190,9967,1,213,16,7,54,2,0,3,0,0,1,1,0,0,0,0,2,,3190,3190,26266,0,242,10,11,62,0,0,3,1,3,1,0,0,0,0,0,1
1191,9969,1,76,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,1397,1397,11635,1,156,14,6,32,2,0,1,1,2,0,0,0,0,0,0,0
1192,9980,1,129,22,1,22,0,0,1,0,0,0,0,0,0,0,0,0,,3006,3006,24875,0,368,14,12,38,5,1,0,1,1,0,2,0,0,0,0,2
1193,9985,1,331,14,8,30,2,0,2,2,2,0,0,1,1,0,0,2,,3496,3496,29008,1,85,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1194,9997,1,199,14,5,34,3,0,1,0,0,1,0,0,0,0,0,1,,2721,2721,22557,0,155,14,9,60,3,1,2,2,0,0,2,0,0,0,0,2
